212
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRD|PAN_PRD|PRI|PVEM|PT|MORENA|PANAL|PT_MORENA_PANAL|PT_MORENA|PT_PANAL|MORENA_PANAL|MC|PES|RSP|FPM|CNR|NULOS|TOTAL|ADV|BFRP|GOG|JALS|JCLR|LCAL|MEBG|MECG
8|9|1143|B|1|0|U|631|29|22|9|9|18|estrato_18|13|3|11|45|0|2|6|4|69|38|15|7|16|43|20|2|7|1|19|308|7|2|0|43|155|20|2|59
8|7|0918|B|1|0|R|154|20|13|7|7|7|estrato_7|74|3|1|19|0|1|2|0|13|7|5|2|3|8|3|1|3|0|7|78|3|1|0|8|32|3|1|23
8|9|1328|B|1|0|U|474|32|21|9|9|9|estrato_9|128|3|10|33|0|2|6|1|52|16|14|9|19|35|15|3|4|1|14|237|4|2|0|35|117|15|3|46
8|8|0527|C|1|0|U|481|19|16|8|8|8|estrato_8|125|5|11|34|0|1|3|1|53|32|11|11|19|32|13|4|6|3|16|255|6|1|0|32|130|13|4|50
8|8|0609|E|2|4|U|674|19|12|8|8|17|estrato_17|4|6|15|41|0|0|6|6|75|21|11|8|32|42|21|1|11|4|29|329|11|0|0|42|159|21|1|62
8|1|1877|C|2|0|U|676|37|7|1|1|10|estrato_10|122|5|15|50|0|4|3|4|63|28|24|14|21|41|18|1|11|2|27|331|11|4|0|41|157|18|1|70
8|5|2306|B|1|0|U|472|45|11|5|5|5|estrato_5|108|4|6|36|0|0|3|0|44|29|14|6|14|31|15|3|3|1|22|231|3|0|0|31|110|15|3|46
8|6|0642|B|1|0|U|416|19|15|6|6|6|estrato_6|102|2|6|29|0|0|3|5|51|16|10|10|21|25|7|4|6|0|20|215|6|0|0|25|116|7|4|37
8|2|3086|B|1|0|U|252|37|10|2|2|2|estrato_2|97|2|1|16|0|1|3|0|20|14|5|5|7|18|3|2|3|0|10|110|3|1|0|18|54|3|2|19
8|7|2523|B|1|0|R|308|54|14|7|7|7|estrato_7|148|1|3|26|0|0|6|0|30|15|12|2|15|19|8|1|1|0|10|149|1|0|0|19|80|8|1|30
8|7|2382|B|1|0|R|233|48|13|7|7|7|estrato_7|139|3|5|18|0|0|3|3|17|9|5|6|9|18|3|0|4|3|7|113|4|0|0|18|52|3|0|26
8|9|1117|B|1|0|R|490|27|22|9|9|9|estrato_9|135|4|4|30|0|0|4|3|49|20|18|13|19|27|15|6|9|1|16|238|9|0|0|27|126|15|6|38
8|6|0608|E|4|0|U|635|19|12|6|6|15|estrato_15|146|3|9|46|1|2|7|3|62|29|21|12|15|36|12|3|9|0|30|300|9|2|1|36|149|12|3|58
8|4|1715|B|1|0|U|710|37|6|4|4|13|estrato_13|64|7|12|62|0|2|7|6|75|43|17|11|24|38|16|7|13|0|29|369|13|2|0|38|183|16|7|81
8|2|2397|C|1|0|U|449|50|1|2|2|2|estrato_2|127|3|8|38|0|1|3|2|47|15|15|8|20|26|12|1|1|0|22|222|1|1|0|26|110|12|1|49
8|6|0561|B|1|0|U|692|19|16|6|6|15|estrato_15|32|5|12|45|1|4|7|3|73|29|23|13|19|31|23|6|5|0|28|327|5|4|1|31|167|23|6|62
8|5|0997|B|1|0|U|707|21|19|5|5|14|estrato_14|66|6|8|55|0|3|9|7|56|43|30|13|25|38|15|3|10|1|30|352|10|3|0|38|183|15|3|69
8|9|1273|C|2|0|U|534|32|21|9|9|9|estrato_9|123|4|9|41|0|2|8|4|47|27|21|6|29|28|16|3|5|3|17|270|5|2|0|28|142|16|3|54
8|8|0713|C|1|0|U|552|19|17|8|8|17|estrato_17|57|4|10|30|0|1|7|2|49|33|17|6|27|35|22|7|8|2|24|284|8|1|0|35|141|22|7|44
8|1|2771|C|1|0|U|579|37|9|1|1|10|estrato_10|89|3|8|51|0|1|9|5|57|19|22|12|28|24|19|8|7|0|23|296|7|1|0|24|152|19|8|62
8|5|0991|E|1|2|U|642|21|19|5|5|14|estrato_14|64|7|6|40|0|2|7|7|57|37|15|7|20|33|19|8|9|1|30|305|9|2|0|33|150|19|8|53
8|7|1265|B|1|0|R|111|31|13|7|7|7|estrato_7|108|3|3|5|0|0|1|0|5|4|2|1|8|7|2|0|0|0|5|46|0|0|0|7|21|2|0|11
8|2|2936|C|1|0|U|381|37|8|2|2|2|estrato_2|96|6|7|26|0|1|2|1|30|23|17|10|7|21|10|3|6|2|15|187|6|1|0|21|90|10|3|39
8|5|0991|C|4|0|U|724|21|19|5|5|14|estrato_14|63|4|17|58|1|0|4|5|86|30|19|14|26|48|18|5|11|3|24|373|11|0|1|48|184|18|5|79
8|8|0526|B|1|0|U|445|19|16|8|8|8|estrato_8|124|5|14|31|1|0|8|2|54|21|10|8|11|23|7|4|4|0|18|221|4|0|1|23|114|7|4|50
8|2|3153|C|1|0|U|472|37|10|2|2|2|estrato_2|119|4|7|33|0|1|6|2|44|25|10|6|14|27|18|2|10|1|26|236|10|1|0|27|107|18|2|44
8|3|2136|B|1|0|U|601|37|2|3|3|12|estrato_12|116|5|11|61|0|1|3|3|42|23|13|9|17|47|14|7|10|1|27|294|10|1|0|47|110|14|7|77
8|8|0490|B|1|0|U|716|19|18|8|8|17|estrato_17|165|7|21|48|1|2|10|5|74|36|26|13|18|49|18|6|10|1|34|379|10|2|1|49|182|18|6|76
8|2|0002|S|1|0|U|0|1|11|2|2|2|estrato_2|1|10|19|73|0|2|9|6|116|59|38|17|51|80|35|7|19|3|57|601|19|2|0|80|296|35|7|102
8|9|2597|B|1|0|R|176|60|21|9|9|9|estrato_9|91|1|5|16|0|1|5|0|19|7|8|4|3|10|6|1|0|2|6|94|0|1|0|10|46|6|1|22
8|6|3206|C|1|0|U|457|19|15|6|6|6|estrato_6|113|4|8|38|0|2|5|1|47|22|14|6|19|25|7|4|5|0|24|231|5|2|0|25|114|7|4|50
8|8|0541|C|4|0|U|737|19|18|8|8|17|estrato_17|156|8|14|53|0|3|8|5|68|27|16|6|31|50|24|2|8|1|23|347|8|3|0|50|161|24|2|75
8|6|2880|C|1|0|U|469|19|12|6|6|6|estrato_6|134|3|8|45|0|1|2|3|44|22|15|9|15|30|11|4|4|3|20|239|4|1|0|30|110|11|4|56
8|7|0304|B|1|0|U|430|17|14|7|7|7|estrato_7|32|6|11|30|0|0|4|4|52|16|11|8|12|30|8|3|8|2|22|227|8|0|0|30|107|8|3|47
8|2|1358|B|1|0|M|490|34|1|2|2|2|estrato_2|38|7|6|34|1|1|1|3|43|24|19|2|17|25|15|3|3|1|19|224|3|1|1|25|109|15|3|47
8|3|2120|C|3|0|U|731|37|2|3|3|12|estrato_12|112|4|19|51|0|2|11|7|69|31|22|11|25|49|22|7|7|2|28|367|7|2|0|49|176|22|7|74
8|5|1398|C|1|0|M|698|36|20|5|5|14|estrato_14|94|4|11|45|0|3|2|3|74|23|18|14|27|38|17|6|5|0|40|330|5|3|0|38|161|17|6|60
8|3|1511|B|1|0|U|662|37|3|3|3|12|estrato_12|55|7|17|41|0|3|5|3|49|27|21|14|27|45|24|4|11|1|32|331|11|3|0|45|146|24|4|65
8|2|0156|C|1|0|U|623|10|11|2|2|11|estrato_11|17|4|9|41|0|3|4|1|71|23|18|11|26|43|16|6|9|0|27|312|9|3|0|43|154|16|6|54
8|7|1185|B|1|0|U|563|31|13|7|7|16|estrato_16|97|8|13|33|1|1|6|2|52|24|19|15|20|38|26|3|4|2|18|285|4|1|1|38|138|26|3|54
8|4|2079|B|1|0|U|389|37|6|4|4|4|estrato_4|58|6|5|19|1|0|5|3|37|24|11|5|13|27|9|2|5|1|20|193|5|0|1|27|98|9|2|30
8|1|1924|C|1|0|U|385|37|7|1|1|1|estrato_1|123|2|11|30|0|0|3|3|34|15|9|4|17|16|11|1|9|1|16|182|9|0|0|16|85|11|1|43
8|1|2984|B|1|0|U|709|37|10|1|1|10|estrato_10|14|7|15|53|0|2|8|1|81|37|19|15|25|27|16|11|9|4|38|368|9|2|0|27|186|16|11|75
8|3|1517|B|1|0|U|579|37|3|3|3|12|estrato_12|50|5|9|42|1|2|7|4|51|27|15|8|28|33|14|3|7|1|23|280|7|2|1|33|140|14|3|56
8|8|0848|C|1|0|U|572|19|17|8|8|17|estrato_17|88|4|8|42|1|1|9|4|47|29|21|11|21|26|10|3|5|3|21|266|5|1|1|26|142|10|3|54
8|5|0964|B|1|0|U|411|21|19|5|5|5|estrato_5|83|6|8|21|0|0|6|0|40|19|16|7|16|24|15|4|3|2|15|202|3|0|0|24|104|15|4|35
8|6|0727|B|1|0|U|536|19|15|6|6|6|estrato_6|100|6|4|51|0|1|6|3|62|23|18|8|23|35|7|4|3|1|22|277|3|1|0|35|143|7|4|61
8|6|0778|C|1|0|U|543|19|15|6|6|15|estrato_15|63|5|7|50|0|2|0|3|55|23|17|13|13|43|15|2|10|2|24|284|10|2|0|43|124|15|2|62
8|7|0373|C|1|0|R|659|17|14|7|7|16|estrato_16|63|7|13|48|0|0|10|5|77|34|17|11|28|29|24|6|12|1|24|346|12|0|0|29|182|24|6|68
8|7|0337|C|1|0|U|399|17|14|7|7|7|estrato_7|45|4|8|30|0|0|2|4|27|17|13|5|19|22|11|3|5|0|12|182|5|0|0|22|87|11|3|42
8|6|0559|B|1|0|U|376|19|16|6|6|6|estrato_6|29|5|8|38|0|2|4|2|43|11|6|6|21|32|11|4|3|1|14|211|3|2|0|32|93|11|4|51
8|1|1868|C|1|0|U|709|37|7|1|1|10|estrato_10|141|8|15|55|1|1|4|6|75|42|20|8|18|35|19|3|9|3|28|350|9|1|1|35|173|19|3|78
8|6|0415|C|1|0|U|399|19|18|6|6|6|estrato_6|6|5|7|32|1|0|5|0|33|25|13|5|16|20|10|3|4|3|10|192|4|0|1|20|97|10|3|44
8|3|2173|B|1|0|U|576|37|2|3|3|12|estrato_12|76|5|11|38|1|3|9|2|60|22|13|9|24|35|11|5|7|2|24|281|7|3|1|35|139|11|5|54
8|9|0051|B|1|0|R|141|3|20|9|9|9|estrato_9|5|0|2|9|0|0|1|2|13|12|7|4|6|6|5|3|0|0|7|77|0|0|0|6|45|5|3|11
8|5|0207|B|1|0|M|275|11|20|5|5|5|estrato_5|32|4|7|18|0|1|3|0|27|16|1|3|9|13|7|5|5|0|6|125|5|1|0|13|59|7|5|29
8|5|1404|B|1|0|U|543|36|20|5|5|14|estrato_14|92|7|11|53|0|0|4|1|42|16|13|12|15|24|15|5|8|0|25|251|8|0|0|24|103|15|5|71
8|7|2689|B|1|0|R|240|66|13|7|7|7|estrato_7|158|1|1|24|1|0|2|2|22|14|7|4|11|18|12|1|2|1|7|130|2|0|1|18|62|12|1|26
8|5|0989|C|1|0|U|402|21|19|5|5|5|estrato_5|57|0|14|26|0|0|4|1|42|17|17|5|11|17|19|1|2|1|14|191|2|0|0|17|97|19|1|40
8|6|3185|B|1|0|U|479|19|12|6|6|6|estrato_6|122|4|11|35|1|1|7|2|40|33|8|12|15|29|9|8|8|1|14|238|8|1|1|29|117|9|8|50
8|6|0805|C|9|0|U|740|19|15|6|6|15|estrato_15|57|7|12|63|0|2|4|2|76|46|15|15|24|37|19|2|5|2|37|368|5|2|0|37|182|19|2|82
8|5|0944|C|3|0|U|702|21|19|5|5|14|estrato_14|46|4|11|38|0|1|7|5|68|38|22|9|20|41|15|10|11|1|32|333|11|1|0|41|169|15|10|53
8|7|2357|B|1|0|R|332|48|13|7|7|7|estrato_7|134|4|12|26|0|1|9|1|28|22|10|6|8|24|9|3|2|1|17|183|2|1|0|24|84|9|3|42
8|4|1799|B|1|0|U|446|37|7|4|4|4|estrato_4|139|8|11|40|0|0|6|2|42|22|20|5|11|23|9|6|5|3|20|233|5|0|0|23|108|9|6|59
8|4|2071|B|1|0|U|475|37|4|4|4|4|estrato_4|47|4|7|29|0|0|6|3|56|26|9|6|19|22|11|3|5|2|19|227|5|0|0|22|125|11|3|40
8|8|3287|C|1|0|U|552|19|17|8|8|17|estrato_17|35|5|7|29|1|1|6|1|55|32|14|8|16|34|19|2|7|2|15|254|7|1|1|34|132|19|2|41
8|5|1014|C|1|0|U|598|21|19|5|5|14|estrato_14|78|4|11|43|0|0|8|2|69|19|18|12|17|45|20|7|10|2|23|310|10|0|0|45|145|20|7|58
8|2|3087|B|1|0|U|508|37|10|2|2|2|estrato_2|101|7|13|52|1|2|5|1|46|27|27|6|16|29|12|4|4|3|26|281|4|2|1|29|128|12|4|72
8|2|2928|B|1|0|U|408|37|8|2|2|2|estrato_2|91|6|9|32|0|1|2|0|33|23|10|8|12|33|13|0|6|0|26|214|6|1|0|33|88|13|0|47
8|5|3218|C|2|0|R|640|2|11|5|5|14|estrato_14|10|8|11|60|0|1|5|4|60|35|19|7|19|41|23|8|5|2|27|335|5|1|0|41|149|23|8|79
8|9|2679|B|1|0|R|424|65|22|9|9|9|estrato_9|148|6|8|30|0|1|1|2|38|16|8|4|15|27|7|0|8|2|18|191|8|1|0|27|84|7|0|44
8|1|1920|B|1|0|U|424|37|7|1|1|1|estrato_1|128|1|11|23|1|2|1|3|42|19|15|2|12|34|14|3|9|0|22|214|9|2|1|34|94|14|3|35
