38
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PT|PVEM|MORENA|PANAL|PT_PVEM_MORENA_PANAL|PT_PVEM_MORENA|PT_PVEM_PANAL|PT_MORENA_PANAL|PVEM_MORENA_PANAL|PT_PVEM|PT_MORENA|PT_PANAL|PVEM_MORENA|PVEM_PANAL|MORENA_PANAL|MC|PAZ|MD|PP|PES|RSP|FPM|CNR|NULOS|TOTAL|AMRF|C_MD|CEAM|DMA|FCM|FSPT|JVB|MGMP|MGZ
32|3|1787|B|1|0|U|338|56|2|3|3|3|estrato_3|104|7|22|5|7|0|16|1|4|9|2|2|1|9|4|1|1|0|17|2|4|6|1|1|22|15|3|2|7|5|2|1|179|1|15|58|63|22|7|3|2|5
32|3|1818|C|1|0|U|436|56|1|3|3|6|estrato_6|125|9|36|9|3|1|17|0|8|15|2|0|1|10|1|1|1|0|13|8|2|5|5|0|15|23|1|2|8|7|0|3|206|0|23|75|72|15|8|1|2|7
32|4|0461|B|1|0|U|618|17|3|4|4|7|estrato_7|25|9|38|9|8|0|23|2|10|17|6|1|2|19|2|0|10|2|23|11|3|14|4|1|39|33|1|3|11|8|3|6|318|1|33|89|124|39|11|1|3|8
32|4|0468|C|2|0|U|604|17|4|4|4|7|estrato_7|61|6|35|16|8|10|21|0|10|17|6|2|2|14|4|0|9|2|23|8|5|9|6|1|23|31|12|4|6|6|0|2|298|1|31|96|117|23|6|12|4|6
32|3|0904|B|1|0|R|502|29|18|3|3|13|estrato_13|30|10|29|8|12|0|12|2|9|20|3|2|5|10|2|1|5|6|10|8|4|5|8|5|29|15|2|0|9|12|0|5|248|5|15|73|98|29|9|2|0|12
32|1|0175|B|1|0|U|517|10|6|1|1|4|estrato_4|66|7|35|8|8|3|19|2|10|16|4|1|1|5|3|3|12|3|12|5|9|8|4|2|27|26|3|3|5|7|0|2|253|2|26|82|96|27|5|3|3|7
32|4|0789|B|1|0|R|484|24|9|4|4|4|estrato_4|78|7|34|9|4|1|21|1|12|23|3|0|4|12|5|2|8|1|16|11|10|6|6|1|25|15|7|1|3|7|0|1|256|1|15|77|119|25|3|7|1|7
32|1|1339|B|1|0|R|464|42|17|1|1|1|estrato_1|132|7|30|8|4|4|15|2|8|16|1|0|2|6|1|0|13|5|10|5|6|8|0|1|28|21|6|1|4|6|0|2|220|1|21|70|81|28|4|6|1|6
32|3|1870|E|2|5|M|639|56|1|3|3|6|estrato_6|147|5|47|13|10|2|32|2|14|17|1|1|2|13|6|1|9|1|26|12|3|11|9|3|30|23|6|1|9|5|0|3|317|3|23|111|126|30|9|6|1|5
32|1|1312|B|1|0|U|491|42|17|1|1|12|estrato_12|124|9|27|8|9|0|17|0|7|15|1|2|1|10|1|2|6|3|20|12|3|6|10|3|27|25|5|2|10|6|0|1|248|3|25|70|99|27|10|5|2|6
32|1|0231|C|1|0|M|428|10|5|1|1|12|estrato_12|26|6|38|7|4|0|18|2|12|15|4|0|2|5|4|2|5|2|9|4|3|5|7|1|20|21|3|4|1|10|0|1|215|1|21|75|79|20|1|3|4|10
32|2|0034|B|1|0|U|464|4|14|2|2|5|estrato_5|166|12|39|8|5|0|20|2|6|17|2|2|1|6|0|1|1|2|15|12|3|12|6|0|21|12|4|2|11|4|0|2|228|0|12|86|86|21|11|4|2|4
32|3|0424|B|1|0|R|146|14|18|3|3|10|estrato_10|44|2|13|3|3|0|5|0|1|5|0|0|0|1|0|2|1|0|2|3|0|1|1|0|7|4|4|0|1|6|0|1|66|0|4|26|17|7|1|4|0|6
32|4|1690|B|1|0|R|437|54|15|4|4|11|estrato_11|140|8|37|8|2|0|14|3|10|18|2|1|1|11|1|2|3|2|18|13|2|10|4|3|25|15|6|1|6|6|0|2|234|3|15|72|98|25|6|6|1|6
32|4|0520|C|2|0|M|590|17|4|4|4|14|estrato_14|45|13|47|14|10|3|21|2|11|18|1|0|2|18|5|5|5|2|16|15|5|8|5|3|26|25|2|5|7|9|1|0|304|3|25|110|116|26|7|2|5|9
32|1|0271|C|1|0|U|578|10|5|1|1|12|estrato_12|32|4|34|21|13|5|25|2|12|16|4|1|2|9|3|2|11|0|14|11|6|8|8|2|34|23|7|2|5|7|0|1|292|2|23|104|107|34|5|7|2|7
32|4|1114|B|1|0|R|574|38|15|4|4|14|estrato_14|103|10|37|11|11|6|15|1|17|17|2|2|2|6|3|2|8|0|19|8|4|5|6|2|24|33|7|4|6|8|0|3|279|2|33|91|101|24|6|7|4|8
32|4|0453|B|1|0|U|546|16|8|4|4|14|estrato_14|8|7|42|10|2|1|20|1|11|27|4|0|0|8|2|0|5|3|10|8|3|11|4|1|21|26|2|5|8|10|0|2|254|1|26|83|96|21|8|2|5|10
32|1|0244|B|1|0|M|413|10|5|1|1|12|estrato_12|27|8|34|9|4|0|14|0|10|18|3|1|0|5|0|0|4|0|18|2|1|4|2|0|27|12|4|4|8|8|0|0|200|0|12|69|68|27|8|4|4|8
32|3|1658|B|1|0|R|105|51|12|3|3|10|estrato_10|80|4|9|2|1|0|3|1|2|4|0|0|0|2|1|1|1|0|2|5|0|0|0|1|5|3|1|0|0|0|0|0|48|1|3|20|18|5|0|1|0|0
32|4|0443|B|1|0|U|501|16|8|4|4|14|estrato_14|3|11|43|11|3|2|18|2|6|18|1|1|2|8|2|1|7|4|17|8|2|6|7|2|21|17|3|2|11|8|0|1|245|2|17|90|90|21|11|3|2|8
